"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","VAACTY","CONSTR","AGRWTH","A","1983",0.254675481696801,
"AUS","VAACTY","CONSTR","AGRWTH","A","1984",8.62414040849841,
"AUS","VAACTY","CONSTR","AGRWTH","A","1985",5.42130252994118,
"AUS","VAACTY","CONSTR","AGRWTH","A","1986",-2.80765438738012,
"AUS","VAACTY","CONSTR","AGRWTH","A","1987",7.92853025936598,
"AUS","VAACTY","CONSTR","AGRWTH","A","1988",10.1892596231897,
"AUS","VAACTY","CONSTR","AGRWTH","A","1989",2.29722394540942,
"AUS","VAACTY","CONSTR","AGRWTH","A","1990",-6.51708389395288,
"AUS","VAACTY","CONSTR","AGRWTH","A","1991",-8.28299209406041,
"AUS","VAACTY","CONSTR","AGRWTH","A","1992",5.81955618424542,
"AUS","VAACTY","CONSTR","AGRWTH","A","1993",6.10940535121248,
"AUS","VAACTY","CONSTR","AGRWTH","A","1994",5.53127829613008,
"AUS","VAACTY","CONSTR","AGRWTH","A","1995",1.64888457807954,
"AUS","VAACTY","CONSTR","AGRWTH","A","1996",2.80387551379918,
"AUS","VAACTY","CONSTR","AGRWTH","A","1997",10.0992431814936,
"AUS","VAACTY","CONSTR","AGRWTH","A","1998",9.38685516033851,
"AUS","VAACTY","CONSTR","AGRWTH","A","1999",6.75835902300213,
"AUS","VAACTY","CONSTR","AGRWTH","A","2000",-14.2992003553976,
"AUS","VAACTY","CONSTR","AGRWTH","A","2001",12.4538326961705,
"AUS","VAACTY","CONSTR","AGRWTH","A","2002",16.3569576490925,
"AUS","VAACTY","CONSTR","AGRWTH","A","2003",8.22903125967193,
"AUS","VAACTY","CONSTR","AGRWTH","A","2004",4.9106632197845,
"AUS","VAACTY","CONSTR","AGRWTH","A","2005",6.45041705282668,
"AUS","VAACTY","CONSTR","AGRWTH","A","2006",5.70105806557343,
"AUS","VAACTY","CONSTR","AGRWTH","A","2007",7.19788365940871,
"AUS","VAACTY","CONSTR","AGRWTH","A","2008",4.44926553672316,
"AUS","VAACTY","CONSTR","AGRWTH","A","2009",0.580716072247664,
"AUS","VAACTY","CONSTR","AGRWTH","A","2010",2.95307095286444,
"AUS","VAACTY","CONSTR","AGRWTH","A","2011",11.3163393230255,
"AUS","VAACTY","CONSTR","AGRWTH","A","2012",3.54756363090322,
"AUS","VAACTY","CONSTR","AGRWTH","A","2013",4.4824710872639,
"AUS","VAACTY","CONSTR","AGRWTH","A","2014",-2.56355094137977,
"AUS","VAACTY","CONSTR","AGRWTH","A","2015",-1.22789399086914,
"AUS","VAACTY","CONSTR","AGRWTH","A","2016",-3.23264517338602,
"AUS","VAACTY","CONSTR","AGRWTH","A","2017",5.09702226593939,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1975",-0.690271091346554,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1976",4.02403186720755,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1977",0.398541455515563,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1978",3.88669887542865,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1979",3.10328398624008,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1980",2.22957009567074,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1981",1.86082468152703,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1982",-3.8275296702565,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1983",3.46041934810822,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1984",7.21440295980654,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1985",3.36065583362623,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1986",0.586308793726147,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1987",8.87961785121902,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1988",5.33264229921387,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1989",2.68181765540044,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1990",0.587480905835091,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1991",-0.588914958571723,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1992",1.81334940214783,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1993",3.64239546329777,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1994",3.23089246365847,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1995",3.54983204652857,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1996",1.27940335449825,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1997",3.48864697594627,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1998",2.04188993588755,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","1999",2.23192619300913,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2000",3.41437602969255,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2001",1.99636280952504,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2002",2.32934787576401,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2003",-0.017927243920096,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2004",0.916287118682108,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2005",0.357407423397685,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2006",4.48526374016988,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2007",3.16335942104066,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2008",-0.576170693747724,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2009",3.9905802992654,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2010",0.72568454733585,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2011",3.89494243243558,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2012",3.43112623982107,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2013",3.91550128594951,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2014",3.27868197108464,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2015",2.06924085026195,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2016",0.271965754045348,
"AUS","VAACTY","INDUSENRG","AGRWTH","A","2017",2.7886697802531,
"AUS","VAACTY","MFG","AGRWTH","A","1975",-1.06818717586043,
"AUS","VAACTY","MFG","AGRWTH","A","1976",2.47069861646834,
"AUS","VAACTY","MFG","AGRWTH","A","1977",-0.431648402755573,
"AUS","VAACTY","MFG","AGRWTH","A","1978",4.11770716256259,
"AUS","VAACTY","MFG","AGRWTH","A","1979",4.30954717510163,
"AUS","VAACTY","MFG","AGRWTH","A","1980",2.04962098811894,
"AUS","VAACTY","MFG","AGRWTH","A","1981",2.47863135297448,
"AUS","VAACTY","MFG","AGRWTH","A","1982",-8.22505815373148,
"AUS","VAACTY","MFG","AGRWTH","A","1983",1.51797342146168,
"AUS","VAACTY","MFG","AGRWTH","A","1984",5.10793847851576,
"AUS","VAACTY","MFG","AGRWTH","A","1985",0.636499645660004,
"AUS","VAACTY","MFG","AGRWTH","A","1986",2.73724293520076,
"AUS","VAACTY","MFG","AGRWTH","A","1987",6.66903607423015,
"AUS","VAACTY","MFG","AGRWTH","A","1988",5.75943643200533,
"AUS","VAACTY","MFG","AGRWTH","A","1989",-1.17804581664342,
"AUS","VAACTY","MFG","AGRWTH","A","1990",-2.20200617108243,
"AUS","VAACTY","MFG","AGRWTH","A","1991",-2.96641248035392,
"AUS","VAACTY","MFG","AGRWTH","A","1992",2.13564975344042,
"AUS","VAACTY","MFG","AGRWTH","A","1993",4.46156918486497,
"AUS","VAACTY","MFG","AGRWTH","A","1994",2.12313747540062,
"AUS","VAACTY","MFG","AGRWTH","A","1995",2.32786054859987,
"AUS","VAACTY","MFG","AGRWTH","A","1996",1.62493139776382,
"AUS","VAACTY","MFG","AGRWTH","A","1997",3.20213475650434,
"AUS","VAACTY","MFG","AGRWTH","A","1998",2.62566565087573,
"AUS","VAACTY","MFG","AGRWTH","A","1999",1.3257348530294,
"AUS","VAACTY","MFG","AGRWTH","A","2000",2.12144534564757,
"AUS","VAACTY","MFG","AGRWTH","A","2001",2.74696606632141,
"AUS","VAACTY","MFG","AGRWTH","A","2002",3.85465351376259,
"AUS","VAACTY","MFG","AGRWTH","A","2003",1.27311251561962,
"AUS","VAACTY","MFG","AGRWTH","A","2004",-0.984406852401558,
"AUS","VAACTY","MFG","AGRWTH","A","2005",-0.641124043957634,
"AUS","VAACTY","MFG","AGRWTH","A","2006",2.06574391318969,
"AUS","VAACTY","MFG","AGRWTH","A","2007",3.97841611311951,
"AUS","VAACTY","MFG","AGRWTH","A","2008",-5.1304228681042,
"AUS","VAACTY","MFG","AGRWTH","A","2009",0.396270185858847,
"AUS","VAACTY","MFG","AGRWTH","A","2010",-0.253546960133793,
"AUS","VAACTY","MFG","AGRWTH","A","2011",0.906796466558506,
"AUS","VAACTY","MFG","AGRWTH","A","2012",-3.21762278241295,
"AUS","VAACTY","MFG","AGRWTH","A","2013",-1.07804769991877,
"AUS","VAACTY","MFG","AGRWTH","A","2014",-1.58804209897739,
"AUS","VAACTY","MFG","AGRWTH","A","2015",-2.22708914045167,
"AUS","VAACTY","MFG","AGRWTH","A","2016",-1.03369696969696,
"AUS","VAACTY","MFG","AGRWTH","A","2017",3.04921662959661,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1975",3.75495662392608,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1976",-1.31425023858144,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1977",0.759135491485143,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1978",2.68187989589817,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1979",2.20755848830235,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1980",3.06644402502815,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1981",2.93979096303927,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1982",1.54831795866943,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1983",2.45651303382554,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1984",2.75588797617974,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1985",5.43368423676202,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1986",2.7421730385189,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1987",3.57511921899181,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1988",5.5218477663519,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1989",5.59530745084508,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1990",1.18417591142711,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1991",-0.228255347874171,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1992",1.72040370285622,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1993",1.29061610670332,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1994",6.07743945706463,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1995",3.1610672903224,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1996",4.59429050098522,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1997",3.09197061797912,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1998",4.4508994244898,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","1999",3.25980537990945,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2000",5.0612036699939,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2001",1.0043063514555,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2002",4.45864490688507,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2003",5.26165312401515,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2004",0.421480256844532,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2005",0.118807819968708,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2006",3.98750705037843,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2007",2.06386494540151,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2008",4.53193980729013,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2009",0.141500000628903,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2010",1.68703480879904,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2011",3.90348535800826,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2012",-2.14383328451494,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2013",4.0387590250767,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2014",1.93885090669958,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2015",1.84988000406859,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2016",1.25288524388099,
"AUS","VAACTY","OTHSERVACT","AGRWTH","A","2017",3.43877732361828,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1975",-0.880931784716554,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1976",4.56598266844689,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1977",2.68832435046047,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1978",1.5786815451321,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1979",3.13020441107941,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1980",4.30125298452355,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1981",3.18066730446662,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1982",-3.4118371328508,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1983",3.82776052062109,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1984",5.82924329970735,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1985",2.77735003250864,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1986",0.17706190121827,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1987",4.93307190337225,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1988",6.2506548367145,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1989",2.88426809949714,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1990",-2.50398311561795,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1991",1.41118470110881,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1992",0.966381644404299,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1993",5.705467580483,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1994",7.63477524044831,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1995",5.47938866239351,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1996",5.09570695347539,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1997",4.23469131813736,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1998",4.82133962634988,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","1999",4.55924563142127,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2000",2.6112171966546,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2001",3.54919286468621,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2002",4.79110950299893,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2003",4.65584612716717,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2004",4.86208191050193,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2005",2.3977297183086,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2006",4.68299789612232,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2007",4.47238320974021,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2008",-0.110861884053345,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2009",1.71181957091671,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2010",1.68125138538705,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2011",4.37741415331312,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2012",2.94354470833301,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2013",0.203294887680598,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2014",2.4298482586072,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2015",3.02325453143108,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2016",3.11314308017771,
"AUS","VAACTY","WHLEHTELTRANSP","AGRWTH","A","2017",1.72688067577139,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","1989",4.55281983432118,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","1990",3.45687942593262,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","1991",3.32659366505568,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","1992",3.52393406534534,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","1993",3.616002299554,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","1994",3.28941286269607,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","1995",3.69420098996412,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","1996",3.53033421542683,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","1997",3.30298695586284,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","1998",3.3263832918667,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","1999",3.38737495688168,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2000",3.83586873474256,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2001",4.31252715423606,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2002",3.16598427955247,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2003",3.35482853042071,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2004",3.13844193085869,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2005",2.96157904374896,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2006",2.38689279790502,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2007",2.53031125962319,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2008",2.4527377254826,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2009",2.36074143544968,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2010",2.43624774033301,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2011",2.40327440717833,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2012",2.43125190966918,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2013",2.37062346052006,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2014",2.54323506203205,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2015",2.56772425287862,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2016",2.9106855872175,
"AUS","VAACTY","AGRFORTFISH","PC_VA","A","2017",2.78493868573319,
"AUS","VAACTY","CONSTR","PC_VA","A","1989",7.45688627726161,
"AUS","VAACTY","CONSTR","PC_VA","A","1990",7.27438554557892,
"AUS","VAACTY","CONSTR","PC_VA","A","1991",6.39709712859184,
"AUS","VAACTY","CONSTR","PC_VA","A","1992",6.1324878424153,
"AUS","VAACTY","CONSTR","PC_VA","A","1993",6.27972961695736,
"AUS","VAACTY","CONSTR","PC_VA","A","1994",6.54624856374338,
"AUS","VAACTY","CONSTR","PC_VA","A","1995",6.45953655807886,
"AUS","VAACTY","CONSTR","PC_VA","A","1996",6.53670489071842,
"AUS","VAACTY","CONSTR","PC_VA","A","1997",6.42374779609896,
"AUS","VAACTY","CONSTR","PC_VA","A","1998",6.53152048218103,
"AUS","VAACTY","CONSTR","PC_VA","A","1999",6.86394323165624,
"AUS","VAACTY","CONSTR","PC_VA","A","2000",5.64517631858473,
"AUS","VAACTY","CONSTR","PC_VA","A","2001",6.22534395365677,
"AUS","VAACTY","CONSTR","PC_VA","A","2002",6.68228493858516,
"AUS","VAACTY","CONSTR","PC_VA","A","2003",7.21365750872871,
"AUS","VAACTY","CONSTR","PC_VA","A","2004",7.36964461673718,
"AUS","VAACTY","CONSTR","PC_VA","A","2005",7.2942917934721,
"AUS","VAACTY","CONSTR","PC_VA","A","2006",7.60608135215676,
"AUS","VAACTY","CONSTR","PC_VA","A","2007",7.63817091203508,
"AUS","VAACTY","CONSTR","PC_VA","A","2008",7.7506817878767,
"AUS","VAACTY","CONSTR","PC_VA","A","2009",8.05095800117562,
"AUS","VAACTY","CONSTR","PC_VA","A","2010",7.92826780141672,
"AUS","VAACTY","CONSTR","PC_VA","A","2011",8.28390042856462,
"AUS","VAACTY","CONSTR","PC_VA","A","2012",8.56899808338657,
"AUS","VAACTY","CONSTR","PC_VA","A","2013",8.67147523080907,
"AUS","VAACTY","CONSTR","PC_VA","A","2014",8.72473391270384,
"AUS","VAACTY","CONSTR","PC_VA","A","2015",8.52903725060368,
"AUS","VAACTY","CONSTR","PC_VA","A","2016",8.15998920076543,
"AUS","VAACTY","CONSTR","PC_VA","A","2017",8.08506810439385,
"AUS","VAACTY","INDUSENRG","PC_VA","A","1989",23.7665819435256,
"AUS","VAACTY","INDUSENRG","PC_VA","A","1990",22.8541925473978,
"AUS","VAACTY","INDUSENRG","PC_VA","A","1991",22.9622389453107,
"AUS","VAACTY","INDUSENRG","PC_VA","A","1992",22.9159208959476,
"AUS","VAACTY","INDUSENRG","PC_VA","A","1993",22.7199180320269,
"AUS","VAACTY","INDUSENRG","PC_VA","A","1994",22.3133746857845,
"AUS","VAACTY","INDUSENRG","PC_VA","A","1995",21.9148251049618,
"AUS","VAACTY","INDUSENRG","PC_VA","A","1996",20.9938253454866,
"AUS","VAACTY","INDUSENRG","PC_VA","A","1997",21.2223195573347,
"AUS","VAACTY","INDUSENRG","PC_VA","A","1998",20.3034656761397,
"AUS","VAACTY","INDUSENRG","PC_VA","A","1999",19.8938878759507,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2000",20.2870418108294,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2001",19.5882693700217,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2002",19.6921594815318,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2003",19.0250307922515,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2004",19.4286017736711,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2005",20.517845775526,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2006",20.2123922420246,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2007",20.053082039137,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2008",21.1453187013289,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2009",18.96799397658,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2010",20.3624230126828,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2011",19.7316726246793,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2012",18.2387989222522,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2013",18.6209070159132,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2014",16.6035041974892,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2015",15.4859944666303,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2016",17.0426636652578,
"AUS","VAACTY","INDUSENRG","PC_VA","A","2017",17.6732498012292,
"AUS","VAACTY","MFG","PC_VA","A","1989",14.9558216582345,
